"boxscore.id","game.date","game.time","game.stadium","game.city","espn.id.away","espn.id.home","team.score.away","team.score.home","attendance"
"331103017","November 3, 2013","4:25 PM ET","Gillette Stadium","Foxboro, MA ","PIT","NE",31,55,68756
"331103020","November 3, 2013","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","NO","NYJ",20,26,76957
"331103026","November 3, 2013","4:05 PM ET","CenturyLink Field","Seattle, WA ","TB","SEA",24,27,67873
"331103028","November 3, 2013","1:00 PM ET","FedEx Field","Landover, MD ","SD","WSH",24,30,80115
"331103029","November 3, 2013","1:00 PM ET","Bank of America Stadium","Charlotte, NC ","ATL","CAR",10,34,73720
"331103034","November 3, 2013","8:30 PM ET","NRG Stadium","Houston, TX ","IND","HOU",27,24,71778
"331104009","November 4, 2013","8:30 PM ET","Lambeau Field","Green Bay, WI ","CHI","GB",27,20,NA
"331107016","November 7, 2013","8:25 PM ET","Mall of America Field","Minneapolis, MN ","WSH","MIN",27,34,64011
"331110001","November 10, 2013","1:00 PM ET","Georgia Dome","Atlanta, GA ","SEA","ATL",33,10,70309
"331110003","November 10, 2013","1:00 PM ET","Soldier Field","Chicago, IL ","DET","CHI",21,19,62431
"331110009","November 10, 2013","1:00 PM ET","Lambeau Field","Green Bay, WI ","PHI","GB",27,13,78011
"331110010","November 10, 2013","1:00 PM ET","LP Field","Nashville, TN ","JAX","TEN",29,27,69143
"331110011","November 10, 2013","1:00 PM ET","Lucas Oil Stadium","Indianapolis, IN ","STL","IND",38,8,66004
"331110018","November 10, 2013","8:30 PM ET","Mercedes-Benz Superdome","New Orleans, LA ","DAL","NO",17,49,73018
"331110019","November 10, 2013","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","OAK","NYG",20,24,80366
"331110022","November 10, 2013","4:25 PM ET","U of Phoenix Stadium","Glendale, AZ ","HOU","ARI",24,27,NA
"331110023","November 10, 2013","1:00 PM ET","Heinz Field","Pittsburgh, PA ","BUF","PIT",10,23,60406
"331110024","November 10, 2013","4:25 PM ET","Qualcomm Stadium","San Diego, CA ","DEN","SD",28,20,68847
"331110025","November 10, 2013","4:05 PM ET","Candlestick Park","San Francisco, CA ","CAR","SF",10,9,69732
"331110033","November 10, 2013","1:00 PM ET","M&T Bank Stadium","Baltimore, MD ","CIN","BAL",17,20,70992
"331111027","November 11, 2013","8:30 PM ET","Raymond James Stadium","Tampa, FL ","MIA","TB",19,22,NA
"331114010","November 14, 2013","8:25 PM ET","LP Field","Nashville, TN ","IND","TEN",30,27,69143
"331117002","November 17, 2013","1:00 PM ET","Ralph Wilson Stadium","Buffalo, NY ","NYJ","BUF",14,37,68036
"331117003","November 17, 2013","1:00 PM ET","Soldier Field","Chicago, IL ","BAL","CHI",20,23,62367
"331117004","November 17, 2013","1:00 PM ET","Paul Brown Stadium","Cincinnati, OH ","CLE","CIN",20,41,63856
"331117007","November 17, 2013","8:30 PM ET","Sports Authority Field at Mile High","Denver, CO ","KC","DEN",17,27,77076
"331117015","November 17, 2013","4:05 PM ET","Sun Life Stadium","Miami, FL ","SD","MIA",16,20,60256
"331117018","November 17, 2013","4:25 PM ET","Mercedes-Benz Superdome","New Orleans, LA ","SF","NO",20,23,NA
"331117019","November 17, 2013","4:25 PM ET","MetLife Stadium","East Rutherford, NJ ","GB","NYG",13,27,79114
"331117021","November 17, 2013","1:00 PM ET","Lincoln Financial Field","Philadelphia, PA ","WSH","PHI",16,24,69144
"331117023","November 17, 2013","1:00 PM ET","Heinz Field","Pittsburgh, PA ","DET","PIT",27,37,57095
"331117026","November 17, 2013","4:25 PM ET","CenturyLink Field","Seattle, WA ","MIN","SEA",20,41,68235
"331117027","November 17, 2013","1:00 PM ET","Raymond James Stadium","Tampa, FL ","ATL","TB",28,41,55360
"331117030","November 17, 2013","1:00 PM ET","EverBank Field","Jacksonville, FL ","ARI","JAX",27,14,59862
"331117034","November 17, 2013","1:00 PM ET","NRG Stadium","Houston, TX ","OAK","HOU",28,23,71726
"331118029","November 18, 2013","8:30 PM ET","Bank of America Stadium","Charlotte, NC ","NE","CAR",20,24,74225
"331121001","November 21, 2013","8:25 PM ET","Georgia Dome","Atlanta, GA ","NO","ATL",17,13,70422
"331124005","November 24, 2013","1:00 PM ET","FirstEnergy Stadium","Cleveland, OH ","PIT","CLE",27,11,71513
"331124008","November 24, 2013","1:00 PM ET","Ford Field","Detroit, MI ","TB","DET",24,21,62098
"331124009","November 24, 2013","1:00 PM ET","Lambeau Field","Green Bay, WI ","MIN","GB",26,26,77871
"331124012","November 24, 2013","1:00 PM ET","Arrowhead Stadium","Kansas City, MO ","SD","KC",41,38,75259
"331124013","November 24, 2013","4:05 PM ET","O.co Coliseum","Oakland, CA ","TEN","OAK",23,19,NA
"331124014","November 24, 2013","1:00 PM ET","Edward Jones Dome","Saint Louis, MO ","CHI","STL",21,42,66024
"331124015","November 24, 2013","1:00 PM ET","Sun Life Stadium","Miami, FL ","CAR","MIA",20,16,60156
"331124017","November 24, 2013","8:30 PM ET","Gillette Stadium","Foxboro, MA ","DEN","NE",31,34,68756
"331124019","November 24, 2013","4:25 PM ET","MetLife Stadium","East Rutherford, NJ ","DAL","NYG",24,21,80499
"331124022","November 24, 2013","4:05 PM ET","U of Phoenix Stadium","Glendale, AZ ","IND","ARI",11,40,60882
"331124033","November 24, 2013","1:00 PM ET","M&T Bank Stadium","Baltimore, MD ","NYJ","BAL",3,19,71148
"331124034","November 24, 2013","1:00 PM ET","NRG Stadium","Houston, TX ","JAX","HOU",13,6,71659
"331125028","November 25, 2013","8:30 PM ET","FedEx Field","Landover, MD ","SF","WSH",27,6,79773
"331128006","November 28, 2013","4:30 PM ET","AT&T Stadium","Arlington, TX ","OAK","DAL",24,31,87572
"331128008","November 28, 2013","12:30 PM ET","Ford Field","Detroit, MI ","GB","DET",10,40,64934
"331128033","November 28, 2013","8:30 PM ET","M&T Bank Stadium","Baltimore, MD ","PIT","BAL",20,22,71005
"331201002","December 1, 2013","4:05 PM ET","Rogers Centre","Toronto, ON ","ATL","BUF",34,31,38969
"331201005","December 1, 2013","1:00 PM ET","FirstEnergy Stadium","Cleveland, OH ","JAX","CLE",32,28,69654
"331201011","December 1, 2013","1:00 PM ET","Lucas Oil Stadium","Indianapolis, IN ","TEN","IND",14,22,65502
"331201012","December 1, 2013","4:25 PM ET","Arrowhead Stadium","Kansas City, MO ","DEN","KC",35,28,77065
"331201016","December 1, 2013","1:00 PM ET","Mall of America Field","Minneapolis, MN ","CHI","MIN",20,23,64134
"331201020","December 1, 2013","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","MIA","NYJ",23,3,76957
"331201021","December 1, 2013","1:00 PM ET","Lincoln Financial Field","Philadelphia, PA ","ARI","PHI",21,24,69144
"331201024","December 1, 2013","4:25 PM ET","Qualcomm Stadium","San Diego, CA ","CIN","SD",17,10,61536
"331201025","December 1, 2013","4:05 PM ET","Candlestick Park","San Francisco, CA ","STL","SF",13,23,69732
"331201028","December 1, 2013","8:30 PM ET","FedEx Field","Landover, MD ","NYG","WSH",24,17,75220
"331201029","December 1, 2013","1:00 PM ET","Bank of America Stadium","Charlotte, NC ","TB","CAR",6,27,72795
"331201034","December 1, 2013","1:00 PM ET","NRG Stadium","Houston, TX ","NE","HOU",34,31,71769
"331202026","December 2, 2013","8:30 PM ET","CenturyLink Field","Seattle, WA ","NO","SEA",7,34,68387
"331205030","December 5, 2013","8:25 PM ET","EverBank Field","Jacksonville, FL ","HOU","JAX",20,27,60414
"331208004","December 8, 2013","1:00 PM ET","Paul Brown Stadium","Cincinnati, OH ","IND","CIN",28,42,62507
"331208007","December 8, 2013","4:05 PM ET","Sports Authority Field at Mile High","Denver, CO ","TEN","DEN",28,51,NA
"331208009","December 8, 2013","1:00 PM ET","Lambeau Field","Green Bay, WI ","ATL","GB",21,22,77550
"331208017","December 8, 2013","1:00 PM ET","Gillette Stadium","Foxboro, MA ","CLE","NE",26,27,68756
"331208018","December 8, 2013","8:30 PM ET","Mercedes-Benz Superdome","New Orleans, LA ","CAR","NO",13,31,73089
"331208020","December 8, 2013","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","OAK","NYJ",27,37,76957
"331208021","December 8, 2013","1:00 PM ET","Lincoln Financial Field","Philadelphia, PA ","DET","PHI",20,34,69144
"331208022","December 8, 2013","4:25 PM ET","U of Phoenix Stadium","Glendale, AZ ","STL","ARI",10,30,60643
"331208023","December 8, 2013","1:00 PM ET","Heinz Field","Pittsburgh, PA ","MIA","PIT",34,28,52489
"331208024","December 8, 2013","4:25 PM ET","Qualcomm Stadium","San Diego, CA ","NYG","SD",14,37,65132
"331208025","December 8, 2013","4:25 PM ET","Candlestick Park","San Francisco, CA ","SEA","SF",17,19,69732
"331208027","December 8, 2013","1:00 PM ET","Raymond James Stadium","Tampa, FL ","BUF","TB",6,27,59194
"331208028","December 8, 2013","1:00 PM ET","FedEx Field","Landover, MD ","KC","WSH",45,10,56247
"331208033","December 8, 2013","1:00 PM ET","M&T Bank Stadium","Baltimore, MD ","MIN","BAL",26,29,70921
"331209003","December 9, 2013","8:30 PM ET","Soldier Field","Chicago, IL ","DAL","CHI",28,45,62229
"331212007","December 12, 2013","8:25 PM ET","Sports Authority Field at Mile High","Denver, CO ","SD","DEN",27,20,76497
"331215001","December 15, 2013","1:00 PM ET","Georgia Dome","Atlanta, GA ","WSH","ATL",26,27,70069
"331215005","December 15, 2013","1:00 PM ET","FirstEnergy Stadium","Cleveland, OH ","CHI","CLE",38,31,71513
"331215006","December 15, 2013","4:25 PM ET","AT&T Stadium","Arlington, TX ","GB","DAL",37,36,91054
"331215010","December 15, 2013","4:25 PM ET","LP Field","Nashville, TN ","ARI","TEN",37,34,69143
"331215011","December 15, 2013","1:00 PM ET","Lucas Oil Stadium","Indianapolis, IN ","HOU","IND",3,25,65470
"331215013","December 15, 2013","4:05 PM ET","O.co Coliseum","Oakland, CA ","KC","OAK",56,31,49571
"331215014","December 15, 2013","4:25 PM ET","Edward Jones Dome","Saint Louis, MO ","NO","STL",16,27,58442
"331215015","December 15, 2013","1:00 PM ET","Sun Life Stadium","Miami, FL ","NE","MIA",20,24,71863
"331215016","December 15, 2013","1:00 PM ET","Mall of America Field","Minneapolis, MN ","PHI","MIN",30,48,64087
"331215019","December 15, 2013","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","SEA","NYG",23,0,79691
"331215023","December 15, 2013","8:30 PM ET","Heinz Field","Pittsburgh, PA ","CIN","PIT",20,30,45873
"331215027","December 15, 2013","1:00 PM ET","Raymond James Stadium","Tampa, FL ","SF","TB",33,14,64142
"331215029","December 15, 2013","4:05 PM ET","Bank of America Stadium","Charlotte, NC ","NYJ","CAR",20,30,73251
"331215030","December 15, 2013","1:00 PM ET","EverBank Field","Jacksonville, FL ","BUF","JAX",27,20,60085
"331216008","December 16, 2013","8:30 PM ET","Ford Field","Detroit, MI ","BAL","DET",18,16,64742
"331222002","December 22, 2013","1:00 PM ET","Ralph Wilson Stadium","Buffalo, NY ","MIA","BUF",0,19,54305
"331222004","December 22, 2013","1:00 PM ET","Paul Brown Stadium","Cincinnati, OH ","MIN","CIN",14,42,61555
"331222008","December 22, 2013","4:05 PM ET","Ford Field","Detroit, MI ","NYG","DET",23,20,63996
"331222009","December 22, 2013","4:25 PM ET","Lambeau Field","Green Bay, WI ","PIT","GB",38,31,77999
"331222012","December 22, 2013","1:00 PM ET","Arrowhead Stadium","Kansas City, MO ","IND","KC",23,7,75396
"331222014","December 22, 2013","1:00 PM ET","Edward Jones Dome","Saint Louis, MO ","TB","STL",13,23,54423
"331222020","December 22, 2013","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","CLE","NYJ",13,24,76957
"331222021","December 22, 2013","8:30 PM ET","Lincoln Financial Field","Philadelphia, PA ","CHI","PHI",11,54,69144
"331222024","December 22, 2013","4:25 PM ET","Qualcomm Stadium","San Diego, CA ","OAK","SD",13,26,65675
"331222026","December 22, 2013","4:05 PM ET","CenturyLink Field","Seattle, WA ","ARI","SEA",17,10,NA
"331222028","December 22, 2013","1:00 PM ET","FedEx Field","Landover, MD ","DAL","WSH",24,23,80411
"331222029","December 22, 2013","1:00 PM ET","Bank of America Stadium","Charlotte, NC ","NO","CAR",13,17,73825
"331222030","December 22, 2013","1:00 PM ET","EverBank Field","Jacksonville, FL ","TEN","JAX",20,16,60559
"331222033","December 22, 2013","4:25 PM ET","M&T Bank Stadium","Baltimore, MD ","NE","BAL",41,7,71433
"331222034","December 22, 2013","1:00 PM ET","NRG Stadium","Houston, TX ","DEN","HOU",37,13,71761
"331223025","December 23, 2013","8:30 PM ET","Candlestick Park","San Francisco, CA ","ATL","SF",24,34,NA
"331229001","December 29, 2013","1:00 PM ET","Georgia Dome","Atlanta, GA ","CAR","ATL",21,20,70427
"331229003","December 29, 2013","4:25 PM ET","Soldier Field","Chicago, IL ","GB","CHI",33,28,62708
"331229004","December 29, 2013","1:00 PM ET","Paul Brown Stadium","Cincinnati, OH ","BAL","CIN",17,34,62406
"331229006","December 29, 2013","8:30 PM ET","AT&T Stadium","Arlington, TX ","PHI","DAL",24,22,91166
"331229010","December 29, 2013","1:00 PM ET","LP Field","Nashville, TN ","HOU","TEN",10,16,69143
"331229011","December 29, 2013","1:00 PM ET","Lucas Oil Stadium","Indianapolis, IN ","JAX","IND",10,30,66008
"331229013","December 29, 2013","4:25 PM ET","O.co Coliseum","Oakland, CA ","DEN","OAK",34,14,51500
"331229015","December 29, 2013","1:00 PM ET","Sun Life Stadium","Miami, FL ","NYJ","MIA",20,7,70296
"331229016","December 29, 2013","1:00 PM ET","Mall of America Field","Minneapolis, MN ","DET","MIN",13,14,64134
"331229017","December 29, 2013","4:25 PM ET","Gillette Stadium","Foxboro, MA ","BUF","NE",20,34,68756
"331229018","December 29, 2013","4:25 PM ET","Mercedes-Benz Superdome","New Orleans, LA ","TB","NO",17,42,NA
"331229019","December 29, 2013","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","WSH","NYG",6,20,80177
"331229022","December 29, 2013","4:25 PM ET","U of Phoenix Stadium","Glendale, AZ ","SF","ARI",23,20,NA
"331229023","December 29, 2013","1:00 PM ET","Heinz Field","Pittsburgh, PA ","CLE","PIT",7,20,56361
"331229024","December 29, 2013","4:25 PM ET","Qualcomm Stadium","San Diego, CA ","KC","SD",24,27,66374
"331229026","December 29, 2013","4:25 PM ET","CenturyLink Field","Seattle, WA ","STL","SEA",9,27,68264
"400554194","September 18, 2014","8:25 PM ET","Georgia Dome","Atlanta, GA ","TB","ATL",14,56,70318
"400554195","September 21, 2014","1:00 PM ET","Ralph Wilson Stadium","Buffalo, NY ","SD","BUF",22,10,68611
"400554196","September 11, 2014","8:25 PM ET","M&T Bank Stadium","Baltimore, MD ","PIT","BAL",6,26,71181
"400554197","October 2, 2014","8:25 PM ET","Lambeau Field","Green Bay, WI ","MIN","GB",10,42,78054
"400554198","September 14, 2014","1:00 PM ET","Ralph Wilson Stadium","Buffalo, NY ","MIA","BUF",10,29,69954
"400554199","September 21, 2014","1:00 PM ET","Edward Jones Dome","Saint Louis, MO ","DAL","STL",34,31,58739
"400554200","October 5, 2014","1:00 PM ET","Bank of America Stadium","Charlotte, NC ","CHI","CAR",24,31,73659
"400554201","September 25, 2014","8:25 PM ET","FedEx Field","Landover, MD ","NYG","WSH",45,14,80573
"400554202","September 14, 2014","1:00 PM ET","FedEx Field","Landover, MD ","JAX","WSH",10,41,80037
"400554203","September 21, 2014","1:00 PM ET","Lincoln Financial Field","Philadelphia, PA ","WSH","PHI",34,37,69596
"400554204","October 5, 2014","1:00 PM ET","LP Field","Nashville, TN ","CLE","TEN",29,28,69143
"400554205","October 5, 2014","1:00 PM ET","Lincoln Financial Field","Philadelphia, PA ","STL","PHI",28,34,69596
"400554206","September 14, 2014","1:00 PM ET","LP Field","Nashville, TN ","DAL","TEN",26,10,69143
"400554207","September 28, 2014","1:00 PM ET","Soldier Field","Chicago, IL ","GB","CHI",38,17,61736
"400554208","September 21, 2014","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","HOU","NYG",17,30,77462
"400554209","October 5, 2014","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","ATL","NYG",20,30,80307
"400554210","October 5, 2014","1:00 PM ET","Mercedes-Benz Superdome","New Orleans, LA ","TB","NO",31,37,73004
"400554211","September 14, 2014","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","ARI","NYG",25,14,78344
"400554212","September 28, 2014","1:00 PM ET","NRG Stadium","Houston, TX ","BUF","HOU",17,23,71756
"400554213","September 21, 2014","1:00 PM ET","Mercedes-Benz Superdome","New Orleans, LA ","MIN","NO",9,20,73005
"400554214","September 4, 2014","8:30 PM ET","CenturyLink Field","Seattle, WA ","GB","SEA",16,36,68424
"400554215","September 7, 2014","1:00 PM ET","Georgia Dome","Atlanta, GA ","NO","ATL",34,37,70706
"400554216","October 9, 2014","8:25 PM ET","NRG Stadium","Houston, TX ","IND","HOU",33,28,71787
"400554217","September 7, 2014","1:00 PM ET","Edward Jones Dome","Saint Louis, MO ","MIN","STL",34,6,55919
"400554218","October 23, 2014","8:25 PM ET","Sports Authority Field at Mile High","Denver, CO ","SD","DEN",21,35,76907
"400554219","October 16, 2014","8:25 PM ET","Gillette Stadium","Foxboro, MA ","NYJ","NE",25,27,68756
"400554220","October 12, 2014","4:25 PM ET","Georgia Dome","Atlanta, GA ","CHI","ATL",27,13,70712
"400554221","September 7, 2014","1:00 PM ET","Heinz Field","Pittsburgh, PA ","CLE","PIT",27,30,64598
"400554222","October 12, 2014","1:00 PM ET","LP Field","Nashville, TN ","JAX","TEN",14,16,69143
"400554223","September 7, 2014","1:00 PM ET","Lincoln Financial Field","Philadelphia, PA ","JAX","PHI",17,34,69596
"400554224","October 26, 2014","9:30 AM ET","Wembley Stadium","London ","DET","ATL",22,21,83532
"400554225","October 12, 2014","1:00 PM ET","Raymond James Stadium","Tampa, FL ","BAL","TB",48,17,60041
"400554226","September 7, 2014","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","OAK","NYJ",14,19,78160
"400554227","October 26, 2014","1:00 PM ET","Arrowhead Stadium","Kansas City, MO ","STL","KC",7,34,75972
"400554228","October 19, 2014","1:00 PM ET","M&T Bank Stadium","Baltimore, MD ","ATL","BAL",7,29,71184
"400554229","September 7, 2014","1:00 PM ET","M&T Bank Stadium","Baltimore, MD ","CIN","BAL",23,16,70925
"400554230","October 26, 2014","1:00 PM ET","LP Field","Nashville, TN ","HOU","TEN",30,16,69143
"400554231","October 12, 2014","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","DEN","NYJ",31,17,78160
"400554232","September 7, 2014","1:00 PM ET","Soldier Field","Chicago, IL ","BUF","CHI",23,20,62425
"400554233","October 19, 2014","1:00 PM ET","FedEx Field","Landover, MD ","TEN","WSH",17,19,75227
"400554234","October 5, 2014","1:00 PM ET","AT&T Stadium","Arlington, TX ","HOU","DAL",17,20,91159
"400554235","September 14, 2014","1:00 PM ET","TCF Bank Stadium","Minneapolis, MN ","NE","MIN",30,7,52350
"400554236","October 5, 2014","1:00 PM ET","Ford Field","Detroit, MI ","BUF","DET",17,14,62775
"400554237","September 21, 2014","1:00 PM ET","Paul Brown Stadium","Cincinnati, OH ","TEN","CIN",7,33,56743
"400554238","September 28, 2014","1:00 PM ET","Lucas Oil Stadium","Indianapolis, IN ","TEN","IND",17,41,64757
"400554239","October 5, 2014","1:00 PM ET","Lucas Oil Stadium","Indianapolis, IN ","BAL","IND",13,20,65258
"400554240","September 21, 2014","1:00 PM ET","FirstEnergy Stadium","Cleveland, OH ","BAL","CLE",23,21,67407
"400554241","September 14, 2014","1:00 PM ET","FirstEnergy Stadium","Cleveland, OH ","NO","CLE",24,26,67407
"400554242","September 28, 2014","4:25 PM ET","TCF Bank Stadium","Minneapolis, MN ","ATL","MIN",28,41,52173
"400554243","October 5, 2014","1:00 PM ET","EverBank Field","Jacksonville, FL ","PIT","JAX",17,9,66198
"400554244","September 21, 2014","1:00 PM ET","Ford Field","Detroit, MI ","GB","DET",7,19,62418
"400554245","September 14, 2014","1:00 PM ET","Paul Brown Stadium","Cincinnati, OH ","ATL","CIN",10,24,58574
"400554246","October 5, 2014","4:05 PM ET","Sports Authority Field at Mile High","Denver, CO ","ARI","DEN",20,41,76895
"400554247","September 21, 2014","1:00 PM ET","EverBank Field","Jacksonville, FL ","IND","JAX",44,17,60601
"400554248","September 28, 2014","1:00 PM ET","M&T Bank Stadium","Baltimore, MD ","CAR","BAL",10,38,71218
"400554249","September 14, 2014","1:00 PM ET","Bank of America Stadium","Charlotte, NC ","DET","CAR",7,24,73586
"400554250","September 21, 2014","1:00 PM ET","Gillette Stadium","Foxboro, MA ","OAK","NE",9,16,68756
"400554251","October 5, 2014","4:25 PM ET","Levi's Stadium","Santa Clara, CA ","KC","SF",17,22,70799
"400554252","September 28, 2014","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","DET","NYJ",24,17,78160
"400554253","September 21, 2014","4:05 PM ET","U of Phoenix Stadium","Glendale, AZ ","SF","ARI",14,23,61572
"400554254","October 26, 2014","1:00 PM ET","Raymond James Stadium","Tampa, FL ","MIN","TB",19,13,56577
"400554255","October 12, 2014","1:00 PM ET","TCF Bank Stadium","Minneapolis, MN ","DET","MIN",17,3,52213
"400554256","September 7, 2014","1:00 PM ET","NRG Stadium","Houston, TX ","WSH","HOU",6,17,71770
"400554257","October 19, 2014","1:00 PM ET","Edward Jones Dome","Saint Louis, MO ","SEA","STL",26,28,57855
"400554258","October 26, 2014","1:00 PM ET","Bank of America Stadium","Charlotte, NC ","SEA","CAR",13,9,74042
"400554259","October 12, 2014","1:00 PM ET","Ralph Wilson Stadium","Buffalo, NY ","NE","BUF",37,22,70185
"400554260","September 7, 2014","1:00 PM ET","Arrowhead Stadium","Kansas City, MO ","TEN","KC",26,10,73569
"400554261","October 19, 2014","1:00 PM ET","EverBank Field","Jacksonville, FL ","CLE","JAX",6,24,61341
"400554262","September 7, 2014","1:00 PM ET","Sun Life Stadium","Miami, FL ","NE","MIA",20,33,70630
"400554263","October 12, 2014","1:00 PM ET","Paul Brown Stadium","Cincinnati, OH ","CAR","CIN",37,37,57053
"400554264","October 26, 2014","1:00 PM ET","Paul Brown Stadium","Cincinnati, OH ","BAL","CIN",24,27,55711
"400554265","October 19, 2014","1:00 PM ET","Lucas Oil Stadium","Indianapolis, IN ","CIN","IND",0,27,66539
"400554266","September 7, 2014","4:25 PM ET","Raymond James Stadium","Tampa, FL ","CAR","TB",20,14,62442
"400554267","October 26, 2014","1:00 PM ET","EverBank Field","Jacksonville, FL ","MIA","JAX",27,13,65633
"400554268","October 19, 2014","1:00 PM ET","Ralph Wilson Stadium","Buffalo, NY ","MIN","BUF",16,17,68477
"400554269","September 7, 2014","4:25 PM ET","AT&T Stadium","Arlington, TX ","SF","DAL",28,17,91174
"400554270","October 19, 2014","1:00 PM ET","Soldier Field","Chicago, IL ","MIA","CHI",27,14,62413
"400554271","October 19, 2014","1:00 PM ET","Ford Field","Detroit, MI ","NO","DET",23,24,63271
"400554272","October 26, 2014","1:00 PM ET","Gillette Stadium","Foxboro, MA ","CHI","NE",23,51,68756
"400554273","September 7, 2014","8:30 PM ET","Sports Authority Field at Mile High","Denver, CO ","IND","DEN",24,31,76939
"400554274","September 14, 2014","4:05 PM ET","Raymond James Stadium","Tampa, FL ","STL","TB",19,17,59923
"400554275","October 5, 2014","4:25 PM ET","Qualcomm Stadium","San Diego, CA ","NYJ","SD",0,31,63471
"400554276","September 21, 2014","4:25 PM ET","CenturyLink Field","Seattle, WA ","DEN","SEA",20,26,68447
"400554277","October 5, 2014","8:30 PM ET","Gillette Stadium","Foxboro, MA ","CIN","NE",17,43,68756
"400554278","September 14, 2014","4:05 PM ET","Qualcomm Stadium","San Diego, CA ","SEA","SD",21,30,67916
"400554279","September 28, 2014","1:00 PM ET","Heinz Field","Pittsburgh, PA ","TB","PIT",27,24,62910
"400554280","September 21, 2014","4:25 PM ET","Sun Life Stadium","Miami, FL ","KC","MIA",34,15,70313
"400554281","November 27, 2014","12:30 PM ET","Ford Field","Detroit, MI ","CHI","DET",17,34,64175
"400554282","October 6, 2014","8:30 PM ET","FedEx Field","Landover, MD ","SEA","WSH",27,17,79522
"400554283","September 21, 2014","8:30 PM ET","Bank of America Stadium","Charlotte, NC ","PIT","CAR",37,19,73945
"400554284","September 14, 2014","4:25 PM ET","O.co Coliseum","Oakland, CA ","HOU","OAK",30,14,54063
"400554285","November 27, 2014","4:30 PM ET","AT&T Stadium","Arlington, TX ","PHI","DAL",33,10,91379
"400554286","September 28, 2014","1:00 PM ET","Wembley Stadium","London ","MIA","OAK",38,14,83436
"400554287","September 14, 2014","4:25 PM ET","Lambeau Field","Green Bay, WI ","NYJ","GB",24,31,78041
"400554288","September 22, 2014","8:30 PM ET","MetLife Stadium","East Rutherford, NJ ","CHI","NYJ",27,19,78160
"400554289","November 27, 2014","8:30 PM ET","Levi's Stadium","Santa Clara, CA ","SEA","SF",19,3,70799
"400554290","September 28, 2014","4:05 PM ET","Qualcomm Stadium","San Diego, CA ","JAX","SD",14,33,56553
"400554291","September 14, 2014","4:25 PM ET","Sports Authority Field at Mile High","Denver, CO ","KC","DEN",17,24,76900
"400554292","November 30, 2014","1:00 PM ET","Lucas Oil Stadium","Indianapolis, IN ","WSH","IND",27,49,65352
"400554293","November 20, 2014","8:25 PM ET","O.co Coliseum","Oakland, CA ","KC","OAK",20,24,52865
"400554294","October 19, 2014","1:00 PM ET","Lambeau Field","Green Bay, WI ","CAR","GB",17,38,78106
"400554295","October 12, 2014","1:00 PM ET","FirstEnergy Stadium","Cleveland, OH ","PIT","CLE",10,31,67431
"400554296","September 8, 2014","7:10 PM ET","Ford Field","Detroit, MI ","NYG","DET",14,35,64401
"400554297","October 19, 2014","4:05 PM ET","Qualcomm Stadium","San Diego, CA ","KC","SD",23,20,65260
"400554298","October 26, 2014","1:00 PM ET","MetLife Stadium","East Rutherford, NJ ","BUF","NYJ",43,23,78160
"400554299","October 12, 2014","1:00 PM ET","Sun Life Stadium","Miami, FL ","GB","MIA",27,24,70875
"400554300","October 19, 2014","4:25 PM ET","O.co Coliseum","Oakland, CA ","ARI","OAK",24,13,52101
"400554301","September 8, 2014","10:20 PM ET","U of Phoenix Stadium","Glendale, AZ ","SD","ARI",17,18,61292
"400554302","October 12, 2014","4:05 PM ET","O.co Coliseum","Oakland, CA ","SD","OAK",31,28,53329
"400554303","October 26, 2014","4:05 PM ET","U of Phoenix Stadium","Glendale, AZ ","PHI","ARI",20,24,61789
"400554304","October 19, 2014","4:25 PM ET","AT&T Stadium","Arlington, TX ","NYG","DAL",21,31,91028
"400554305","October 12, 2014","4:25 PM ET","CenturyLink Field","Seattle, WA ","DAL","SEA",30,23,68432
"400554306","October 26, 2014","4:25 PM ET","FirstEnergy Stadium","Cleveland, OH ","OAK","CLE",13,23,67431
"400554307","October 19, 2014","8:30 PM ET","Sports Authority Field at Mile High","Denver, CO ","SF","DEN",17,42,77047
"400554308","October 12, 2014","4:25 PM ET","U of Phoenix Stadium","Glendale, AZ ","WSH","ARI",20,30,61139
"400554309","October 30, 2014","8:25 PM ET","Bank of America Stadium","Charlotte, NC ","NO","CAR",28,10,73663
"400554310","October 26, 2014","4:25 PM ET","Heinz Field","Pittsburgh, PA ","IND","PIT",34,51,62479
"400554311","October 20, 2014","8:30 PM ET","Heinz Field","Pittsburgh, PA ","HOU","PIT",23,30,56375
"400554312","October 12, 2014","8:30 PM ET","Lincoln Financial Field","Philadelphia, PA ","NYG","PHI",0,27,69596
